boston
6092a032351d76d6aace89d4467bac17e09b52ce
Boston (pronounced /ˈbɒstən/) is the capital and largest city of the Commonwealth of Massachusetts in the United States. Boston also served as the historic county seat of Suffolk County until Massachusetts disbanded county government in 1999. The city proper covers 48 square miles (124 km2) with an estimated population of 655,884 in 2014, making it the largest city in New England and the 24th largest city in the United States. The city is the economic and cultural anchor of a substantially larger metropolitan area called Greater Boston, home to 4.7 million people and the tenth-largest metropolitan statistical area in the country. Greater Boston as a commuting region is home to 8.1 million people, making it the sixth-largest combined statistical area in the United States.
PRINTMAP boston
http://www.ranker.com/review/ben-affleck/568014?ref=tags => 16.924488734271314
https://en.wikipedia.org/wiki/Gouverneur_Morris => 16.946970380597595
https://www.bloombergradio.com/?utm_source=bloomberg-menu&utm_medium=bgov => 17.071552892286274
https://www.bloombergradio.com/?utm_source=bloomberg-menu&utm_medium=graphics => 17.071552892286274
https://www.bloombergradio.com/?utm_source=bloomberg-menu&utm_medium=view => 17.071552892286274
http://www.ranker.com/review/chris-evans/728339?ref=name_2556377 => 17.178558288863556
https://app.lead411.com/company_Morphlabs_Damarillo_599548.html => 17.197506354447764
http://www.ranker.com/list/famous-people-named-andrew-v1/reference?ref=also_ranked&pos=7&a=0&ltype=n&l=2205472&g=2 => 17.208714863729753
https://web.archive.org/web/20130809140012/http://www.detroitnews.com/article/20130809/SPORTS0103/308090036 => 17.234431679464382
http://www.ranker.com/review/rob-lowe/1925304?ref=name_878602 => 17.331553179672547
http://www.biographyonline.net/women/famous-female-athletes.html => 17.44132596083551
https://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=21285230 => 17.464810113137233
https://web.archive.org/web/20080513125609/http://www.boston.com/news/politics/politicalintelligence/2008/02/dodd_obama_has.html => 17.47354223964551
http://www.ranker.com/review/aerosmith/406180?ref=name_857332 => 17.474592517237294
http://www.ranker.com/list/famous-political-activists-from-united-states-of-america/reference?ref=fact_based&pos=&a=0&lt=n&l=1393644 => 17.547744020009755
http://www.ranker.com/review/dane-cook/808591?ref=name_1046365 => 17.586759748932934
http://www.ranker.com/list/authors-who-used-pen-names/ranker-books?ref=collections&pos=21&ltype=l&l=370812&g=2&collectionId=1563 => 17.63254047828971
http://www.ranker.com/list/famous-people-who-went-to-boarding-school/celebrity-lists?ref=also_ranked&pos=37&a=0&ltype=n&l=1126261&g=2 => 17.635183489921047
http://www.ranker.com/list/other-roles-by-american-horror-story-actors/devon-ashby?ref=also_ranked&pos=11&a=0&ltype=n&l=1887524&g=2 => 17.817545292724095
http://www.boston.com/ae/tv/articles/2008/07/01/in_secret_life_stereotypical_teenagers_talk_about_sex/ => 17.90661623701558
http://www.reuters.com/article/artsNews/idUSTRE58A13N20090911 => 18.041626610444002
http://www.boston.com/news/education => 18.57076323536927
http://www.yidio.com/movie/ratatouille/27209?utm_source=Ranker&utm_medium=Display&t_source=64&utm_campaign=moviebuttonROW&utm_term=685594 => 18.973027572110066
http://www.boston.com/news/local/articles/2007/01/28/at_harvard_law_a_unifying_voice/?page=full => 19.326943566254954
http://time.com/54320/barack-obama-aunt-dies-zeituni-onyango/ => 19.923248596476483
http://chroniclingamerica.loc.gov/lccn/sn86053570/1865-12-21/ed-1/seq-2/ => 25.21662772315955
http://en.wikipedia.org/wiki/John_Paul_Jones => 25.253690985786
http://www.epi.org/minimum-wage-statement/ => 25.37594887075172
http://www.biography.com/people/amelia-earhart-9283280#early-life => 25.427574608827147
http://www.forward.com/articles/129233/ => 25.56934331031428
http://www.yidio.com/show/the-simpsons?utm_source=Ranker&utm_medium=Display&t_source=64&utm_campaign=tvbuttonROW&utm_term=689344 => 25.603700200116222
http://artery.legacy.wbur.org/2016/06/09/dressing-room-stories => 26.24748376405422
http://www.forward.com/articles/14121/ => 26.381164916271334
http://www.ranker.com/list/openly-gay-us-politicians/ranker-news?ref=rltdlsts&pos=5&a=8&ltype=l&l=2438590&g=2 => 27.13126372104185
http://www.ranker.com/list/best-harpoon-brewery-beers/bottoms-up?ref=rltdlsts&pos=3&a=8&ltype=l&l=1011946&g=2 => 27.15482308672216
http://www.ranker.com/list/notable-left-handed-people/left-handed?ref=fact_based&pos=&a=0&lt=n&l=988922 => 27.433908293020313
http://bostonherald.com/news_opinion/local_coverage/2013/01/president_obamas_uncle_fights_permanent_residency => 28.132928423297997
https://web.archive.org/web/20120407214401/http://www.boston.com/help/bostoncom_info/?p1=Foot_ContactBostoncom_Contact => 29.968207350279716
https://en.wikipedia.org/wiki/2004_Democratic_National_Convention_keynote_address => 33.69061985236763
https://web.archive.org/web/20120407214401/http://www.boston.com/help/privacy_policy/#adchoice => 33.82766365304448
http://en.wikipedia.org/wiki/Nathanael_Greene => 33.854260743639635
http://www.ranker.com/review/mark-wahlberg/1528445?ref=name_894906 => 33.99702270199922
http://www.facebook.com/jfkennedynhs => 34.475967906831954
http://www.newsday.com/business/best-cities-for-jobs-are-san-jose-san-francisco-seattle-and-boston-according-to-glassdoor-1.10472475 => 34.51998825237072
http://www.yidio.com/show/rizzoli-and-isles?utm_source=Ranker&utm_medium=Display&t_source=64&utm_campaign=tvbuttonROW&utm_term=2244754 => 34.729503934260954
http://www.bostonglobe.com/metro/2013/12/03/uncle-president-obama-faces-deportation-kenya-today/04hVnIqteh0BIfyMn22XzL/story.html?s_campaign=sm_tw => 34.91437544706646
http://www.ranker.com/review/james-spader/1264346?ref=name_1852083 => 35.25982385632052
http://bostonherald.com/news/2008/view.bg?articleid=1128958&format=text => 36.32843128539552
http://www.boston.com/news => 37.05433633064435
http://www.wbur.org/about/people/greg-cook => 40.338165683898545
https://en.wikipedia.org/wiki/John_F._Kennedy => 41.774848031047576
https://en.wikipedia.org/wiki/Freedom_of_religion => 41.87239718084352
https://en.wikipedia.org/wiki/American_English => 41.910152785436686
http://www.ranker.com/list/famous-people-named-albert-v1/reference?ref=also_ranked&pos=7&a=0&ltype=n&l=2205313&g=2 => 43.000755915124415
https://www.bostonglobe.com/magazine/2013/12/22/bostonians-year-dan-marshall-natalie-stavas-larry-hittinger/GGkd14lZGDhE1Z4cNDtU3K/story.html => 51.339800333080596
http://www.ranker.com/list/best-bands-named-after-real-places/ranker-music?ref=collections&pos=6&ltype=l&l=2480259&g=2&collectionId=1939 => 53.48670709703177
http://www.telegraph.co.uk/news/worldnews/barackobama/3282348/Barack-Obamas-Kenyan-aunt-living-in-Boston-housing-project.html => 54.62164144750804
http://www.answers.com/Q/FAQ/2501 => 67.57254439474902
http://www.boston.com/bostonglobe/ideas/ => 69.18227444546292
https://en.wikipedia.org/wiki/Benjamin_Franklin => 83.60674487839974
https://en.wikipedia.org/wiki/Boston_Globe => 219.54988107615932
========================
